id,R,F,M,r_grade,f_grade,m_grade
8198869@n,176,1,80800.0,1,1,2
82016054@n,141,1,16900.0,2,1,1
82049015@n,8,1,13900.0,4,1,1
82052786@n,56,1,17900.0,3,1,1
82056210@n,216,1,36900.0,1,1,1
82070960@n,170,1,31800.0,1,1,1
82135650@n,48,1,19823.0,3,1,1
82204487@n,156,1,134000.0,2,1,3
82215975@n,12,3,97800.0,4,3,2
82223066@n,114,1,47900.0,2,1,1
82275815@n,164,1,40000.0,1,1,1
82286549@n,153,2,165847.0,2,2,3
82311145@n,120,1,16900.0,2,1,1
8231650@n,43,1,40900.0,4,1,1
82349213@n,208,1,35000.0,1,1,1
8236021@n,21,1,19100.0,4,1,1
82388265@n,79,1,153000.0,3,1,3
8240535@n,172,1,30800.0,1,1,1
82405902@n,94,1,40900.0,3,1,1
82408770@n,77,1,15500.0,3,1,1
82426282@n,121,1,40900.0,2,1,1
82449866@n,50,1,40900.0,3,1,1
82467440@n,68,1,28400.0,3,1,1
8247833@n,64,1,32400.0,3,1,1
82480959@n,66,3,103000.0,3,3,3
82481174@n,123,1,16900.0,2,1,1
82500408@n,64,1,31700.0,3,1,1
82514842@n,81,1,31900.0,3,1,1
8251905@n,8,1,26300.0,4,1,1
82559774@n,183,1,16900.0,1,1,1
8260065@n,121,1,40000.0,2,1,1
82602842@n,194,1,16900.0,1,1,1
82603243@n,75,1,15500.0,3,1,1
82675865@n,70,1,15100.0,3,1,1
82702316@n,69,1,32200.0,3,1,1
82705135@n,2,1,58200.0,4,1,2
82726133@n,23,1,7200.0,4,1,1
82803545@n,97,1,28900.0,3,1,1
82818645@n,148,1,40900.0,2,1,1
82877044@n,181,1,120000.0,1,1,3
82900900@n,133,1,31900.0,2,1,1
82953306@n,143,1,40900.0,2,1,1
82996615@n,61,1,32700.0,3,1,1
8300083@n,99,1,40900.0,3,1,1
83095943@n,156,1,36100.0,2,1,1
83109438@n,187,1,276000.0,1,1,4
83114713@n,94,1,38400.0,3,1,1
83156031@n,218,1,36000.0,1,1,1
83184746@n,194,1,16900.0,1,1,1
83205336@n,184,1,41900.0,1,1,1
83219798@n,155,1,31900.0,2,1,1
83285603@n,132,1,40900.0,2,1,1
83347115@n,145,1,73700.0,2,1,2
83362021@n,209,1,15200.0,1,1,1
83427905@n,181,2,46600.0,1,2,1
83494401@n,16,1,58600.0,4,1,2
83497065@n,60,2,170500.0,3,2,3
83521337@n,190,1,37900.0,1,1,1
83531003@n,217,1,35000.0,1,1,1
83549124@n,44,1,36900.0,4,1,1
83607546@n,55,1,64800.0,3,1,2
83629122@n,88,2,214400.0,3,2,3
83647354@n,120,1,34900.0,2,1,1
83737908@n,129,1,31900.0,2,1,1
8375173@n,189,1,37900.0,1,1,1
83784838@n,92,1,27300.0,3,1,1
83799845@n,133,1,43800.0,2,1,1
83821690@n,103,1,54900.0,2,1,2
83837873@n,105,1,40900.0,2,1,1
83891086@n,177,1,36900.0,1,1,1
83899019@n,35,1,34800.0,4,1,1
83956900@n,70,1,32300.0,3,1,1
83961756@n,69,1,16500.0,3,1,1
84010276@n,12,1,29900.0,4,1,1
84014627@n,65,1,31400.0,3,1,1
84051671@n,75,1,30300.0,3,1,1
84103438@n,211,1,35000.0,1,1,1
84130646@n,82,1,19900.0,3,1,1
84242052@n,131,1,31900.0,2,1,1
84265693@n,7,1,36900.0,4,1,1
8428711@n,115,1,37000.0,2,1,1
84339797@n,61,1,51962.0,3,1,1
84342068@n,130,1,30800.0,2,1,1
8436718@n,129,1,40000.0,2,1,1
84460227@n,187,1,38400.0,1,1,1
84480624@n,194,1,37900.0,1,1,1
84490663@n,107,1,23000.0,2,1,1
84558948@n,117,1,51800.0,2,1,1
8455910@n,84,1,48800.0,3,1,1
84559270@n,50,1,27500.0,3,1,1
84624741@n,105,1,52362.0,2,1,2
8465251@n,145,1,16900.0,2,1,1
84662032@n,64,3,174836.0,3,3,3
84677526@n,76,1,51600.0,3,1,1
84772854@n,99,2,41700.0,3,2,1
84773793@n,92,1,14900.0,3,1,1
8484092@n,77,1,25700.0,3,1,1
84881437@n,105,1,12900.0,2,1,1
84907048@n,12,2,77254.0,4,2,2
84908706@n,53,2,78200.0,3,2,2
84931099@n,134,1,40900.0,2,1,1
85020962@n,146,1,63700.0,2,1,2
85030198@n,106,1,113500.0,2,1,3
8503652@n,111,1,36000.0,2,1,1
85044430@n,72,1,33400.0,3,1,1
85163028@n,34,3,38500.0,4,3,1
85198504@n,58,2,81631.0,3,2,2
85233368@n,48,1,16900.0,3,1,1
85284646@n,65,1,32400.0,3,1,1
85294476@n,136,1,30800.0,2,1,1
85303279@n,155,1,38900.0,2,1,1
85314637@n,71,1,31700.0,3,1,1
85330785@n,67,1,16500.0,3,1,1
85335949@n,77,1,32400.0,3,1,1
85387495@n,209,1,114000.0,1,1,3
85392349@n,199,1,69900.0,1,1,2
8547819@n,50,1,52600.0,3,1,2
85487624@n,22,1,41900.0,4,1,1
85507693@n,44,1,9900.0,4,1,1
85535529@n,8,1,19100.0,4,1,1
85553531@n,7,1,32000.0,4,1,1
85569663@n,82,1,37900.0,3,1,1
85589111@n,64,1,32400.0,3,1,1
8559999@n,199,1,17900.0,1,1,1
85700130@n,9,1,36900.0,4,1,1
85720455@n,35,3,46700.0,4,3,1
8572680@n,57,2,94438.0,3,2,2
85754029@n,37,1,41900.0,4,1,1
85767763@n,126,1,39400.0,2,1,1
85774814@n,81,1,14900.0,3,1,1
85786334@n,71,2,148300.0,3,2,3
85810141@n,162,1,40900.0,1,1,1
85871022@n,14,1,29000.0,4,1,1
85920597@n,190,1,16400.0,1,1,1
85931350@n,218,1,15400.0,1,1,1
85947084@n,65,2,196683.0,3,2,3
8599793@n,168,1,42800.0,1,1,1
86016251@n,128,2,191673.0,2,2,3
86044048@n,149,1,40000.0,2,1,1
86072880@n,170,1,70700.0,1,1,2
86119488@g,212,1,33200.0,1,1,1
8618177@n,76,2,67700.0,3,2,2
86202322@n,107,1,51800.0,2,1,1
86222012@n,76,1,113500.0,3,1,3
86254640@n,67,1,26400.0,3,1,1
86281277@n,206,1,35000.0,1,1,1
86304294@n,86,1,15900.0,3,1,1
8636980@n,208,1,114000.0,1,1,3
86378144@n,64,1,31300.0,3,1,1
8647540@n,197,1,38800.0,1,1,1
86594199@n,12,1,21100.0,4,1,1
8661835@n,111,1,24000.0,2,1,1
8661965@n,35,1,30900.0,4,1,1
86653714@n,81,1,143000.0,3,1,3
86752099@n,13,1,7700.0,4,1,1
86773540@n,206,1,33200.0,1,1,1
86782187@n,52,1,16400.0,3,1,1
8693592@n,187,1,30800.0,1,1,1
86982715@n,36,1,33900.0,4,1,1
86998032@n,86,2,95000.0,3,2,2
87184617@n,204,1,47300.0,1,1,1
87195825@n,16,1,13900.0,4,1,1
87264517@n,188,1,16739.0,1,1,1
87302957@n,75,1,76300.0,3,1,2
87374014@n,105,1,39900.0,2,1,1
87383462@n,213,1,35200.0,1,1,1
87411733@n,106,1,24000.0,2,1,1
87461197@n,19,1,10900.0,4,1,1
87629500@n,151,2,48300.0,2,2,1
87683244@n,58,1,112400.0,3,1,3
8780213@n,192,1,37900.0,1,1,1
8781468@n,8,1,32000.0,4,1,1
8785145@n,74,1,31400.0,3,1,1
87857840@n,69,1,32400.0,3,1,1
87876011@n,27,1,34800.0,4,1,1
87880668@n,189,1,186000.0,1,1,3
8788144@n,96,1,51800.0,3,1,1
87892960@n,64,1,23600.0,3,1,1
87894111@n,79,1,30800.0,3,1,1
87930610@n,107,1,25100.0,2,1,1
88002993@n,205,1,19100.0,1,1,1
88006969@n,139,1,49050.0,2,1,1
88074261@n,86,1,40900.0,3,1,1
88087928@n,46,1,32900.0,4,1,1
88098040@n,64,1,30300.0,3,1,1
88172756@n,96,1,40900.0,3,1,1
88197933@n,88,3,53100.0,3,3,2
88206213@n,75,1,76300.0,3,1,2
88248710@n,155,1,37100.0,2,1,1
88259618@n,34,1,25900.0,4,1,1
88270232@n,172,1,67800.0,1,1,2
8828675@n,77,1,32999.0,3,1,1
88357585@n,194,1,40900.0,1,1,1
88434124@n,72,1,31400.0,3,1,1
88460330@n,44,3,105740.0,4,3,3
8846592@n,62,1,31900.0,3,1,1
88475330@n,85,1,16900.0,3,1,1
88515430@n,170,1,31800.0,1,1,1
8853147@n,127,2,72300.0,2,2,2
88606293@n,177,1,30300.0,1,1,1
88633428@n,7,1,29900.0,4,1,1
8863403@n,25,1,39400.0,4,1,1
88650582@n,111,1,36700.0,2,1,1
88724750@n,53,1,39400.0,3,1,1
88728906@n,2,1,27310.0,4,1,1
8884894@n,56,1,16900.0,3,1,1
88854338@n,45,1,48800.0,4,1,1
88889856@n,104,1,40900.0,2,1,1
88919122@n,21,1,14900.0,4,1,1
88921424@n,198,1,14500.0,1,1,1
88933338@n,100,2,79500.0,2,2,2
8921890@n,22,1,35000.0,4,1,1
8922374@n,13,2,56700.0,4,2,2
8931296@n,218,1,28627.0,1,1,1
8939751@n,0,2,105000.0,4,2,3
8970174@n,205,1,36000.0,1,1,1
897314844@g,176,1,40000.0,1,1,1
8973814@n,79,1,31800.0,3,1,1
8997589@n,175,1,49300.0,1,1,1
90030566@n,122,1,79800.0,2,1,2
90134615@n,81,2,67600.0,3,2,2
9015285@n,72,1,32400.0,3,1,1
90213566@n,12,1,45200.0,4,1,1
90251150@n,50,1,58700.0,3,1,2
9026289@n,49,1,31900.0,3,1,1
90313782@n,146,1,16900.0,2,1,1
9035934@n,81,1,48800.0,3,1,1
90372046@n,95,1,30400.0,3,1,1
90447134@n,139,1,49200.0,2,1,1
90475450@n,15,1,18100.0,4,1,1
90673709@n,52,2,85200.0,3,2,2
9067614@n,95,1,40900.0,3,1,1
90736889@n,145,1,38269.0,2,1,1
90773035@n,217,1,34200.0,1,1,1
9082066@n,94,2,108914.0,3,2,3
9096910@n,188,1,32500.0,1,1,1
90969634@n,100,1,41936.0,2,1,1
91117412@n,107,1,11700.0,2,1,1
9114774@n,170,1,140300.0,1,1,3
91177762@n,196,1,49700.0,1,1,1
912203188@g,142,1,38800.0,2,1,1
91269444@n,166,1,14900.0,1,1,1
91319604@n,35,1,37900.0,4,1,1
91508753@n,16,1,44800.0,4,1,1
91509024@n,66,1,32300.0,3,1,1
91535575@n,114,2,65100.0,2,2,2
91563486@n,206,1,35200.0,1,1,1
91593966@n,75,2,89593.0,3,2,2
91601098@n,203,1,31300.0,1,1,1
91612764@n,100,1,14900.0,2,1,1
9173236@n,67,1,44000.0,3,1,1
9173715@n,26,1,37800.0,4,1,1
91743669@n,77,1,26700.0,3,1,1
91744488@n,2,2,81800.0,4,2,2
9175027@n,2,1,38522.0,4,1,1
91778794@n,141,1,41900.0,2,1,1
91806328@n,207,1,35000.0,1,1,1
9181086@n,93,1,27800.0,3,1,1
91878006@n,71,1,32400.0,3,1,1
918902477@g,159,1,42100.0,2,1,1
91929152@n,202,1,16900.0,1,1,1
91934336@n,157,1,36939.0,2,1,1
91949778@n,148,1,38800.0,2,1,1
91951944@n,150,1,72600.0,2,1,2
91957537@n,130,1,40000.0,2,1,1
91962645@n,27,1,72800.0,4,1,2
92057893@n,101,1,13900.0,2,1,1
92081546@n,2,1,17900.0,4,1,1
9209451@n,27,1,35900.0,4,1,1
92100412@n,135,1,31900.0,2,1,1
9212503@n,7,1,36900.0,4,1,1
92160538@n,29,2,58800.0,4,2,2
92172535@n,70,1,32400.0,3,1,1
92204566@n,86,1,57200.0,3,1,2
9223130@n,108,1,46716.0,2,1,1
92249592@n,70,1,16500.0,3,1,1
92266000@n,59,1,31400.0,3,1,1
92281503@n,210,1,60800.0,1,1,2
92282692@n,80,1,153000.0,3,1,3
92282893@n,46,1,38800.0,4,1,1
92374253@n,37,1,35900.0,4,1,1
92387168@n,26,1,28800.0,4,1,1
9239707@n,77,1,31400.0,3,1,1
92427551@n,156,1,16400.0,2,1,1
92459838@n,121,1,133100.0,2,1,3
9247246@n,125,1,69900.0,2,1,2
92481606@n,90,1,38232.0,3,1,1
92535537@n,22,1,56879.0,4,1,2
92585669@n,103,1,39900.0,2,1,1
9260642@n,216,1,47200.0,1,1,1
92624236@n,209,1,34989.0,1,1,1
92625621@n,215,1,67900.0,1,1,2
9275018@n,130,1,38900.0,2,1,1
92753677@n,61,1,30300.0,3,1,1
92798635@n,109,1,11700.0,2,1,1
9279923@n,2,1,24800.0,4,1,1
9281813@n,95,1,13900.0,3,1,1
92823958@n,71,1,59200.0,3,1,2
92859441@n,122,1,52700.0,2,1,2
92901221@n,156,1,34700.0,2,1,1
9296106@n,105,1,42800.0,2,1,1
92997621@n,22,1,8900.0,4,1,1
93033160@n,71,2,249530.0,3,2,4
93039487@n,44,1,39900.0,4,1,1
93131522@g,214,1,35000.0,1,1,1
9313467@n,95,1,13900.0,3,1,1
93156114@n,137,1,153000.0,2,1,3
93265864@n,58,1,15900.0,3,1,1
93295578@n,164,1,148000.0,1,1,3
93312117@n,19,1,29000.0,4,1,1
93322609@n,164,1,28900.0,1,1,1
93346031@n,94,1,13900.0,3,1,1
93370264@n,205,1,32400.0,1,1,1
93375114@n,193,1,16900.0,1,1,1
93410327@n,190,1,32800.0,1,1,1
93440011@n,88,2,49700.0,3,2,1
93445384@n,115,1,12300.0,2,1,1
9359658@n,184,1,30800.0,1,1,1
93601656@n,128,1,48800.0,2,1,1
93648580@n,133,1,32900.0,2,1,1
93663625@n,88,1,47000.0,3,1,1
9369731@n,164,1,40900.0,1,1,1
9376134@n,13,1,35900.0,4,1,1
93785465@n,68,2,71900.0,3,2,2
9382475@n,25,1,29400.0,4,1,1
93834110@n,86,1,16900.0,3,1,1
93884435@n,96,1,12900.0,3,1,1
93907677@n,202,1,16900.0,1,1,1
93969168@n,122,1,39000.0,2,1,1
94043596@n,157,1,137000.0,2,1,3
9408511@n,160,1,17300.0,2,1,1
94087335@n,55,1,114400.0,3,1,3
94163364@n,157,1,37100.0,2,1,1
94181107@n,126,1,38800.0,2,1,1
94208420@n,99,1,27900.0,3,1,1
9422879@n,64,1,114400.0,3,1,3
94296131@n,142,1,32800.0,2,1,1
94312954@n,53,1,79300.0,3,1,2
943143@n,154,1,37900.0,2,1,1
94318077@n,24,2,93800.0,4,2,2
94324729@n,114,2,77288.0,2,2,2
94355488@n,44,1,39900.0,4,1,1
94373159@n,57,1,37900.0,3,1,1
94375389@n,45,2,118100.0,4,2,3
94431549@n,64,1,85500.0,3,1,2
944816606@g,132,1,16900.0,2,1,1
94578399@n,90,1,46000.0,3,1,1
9461634@n,124,1,41900.0,2,1,1
94637578@n,89,1,37900.0,3,1,1
94697721@n,58,1,27500.0,3,1,1
94712383@n,19,1,37900.0,4,1,1
94717856@n,218,1,114000.0,1,1,3
94731681@n,86,1,16900.0,3,1,1
94742249@n,15,3,99800.0,4,3,2
94758923@n,106,1,11700.0,2,1,1
94776129@n,100,1,28900.0,2,1,1
9477717@n,63,1,27381.0,3,1,1
9479360@n,123,1,38900.0,2,1,1
9481347@n,164,1,40900.0,1,1,1
94820173@n,85,1,57200.0,3,1,2
9483535@n,104,1,39488.0,2,1,1
94904215@n,17,1,84900.0,4,1,2
94916799@n,201,1,27000.0,1,1,1
949485773@g,166,1,28500.0,1,1,1
95008465@n,114,1,11700.0,2,1,1
95017680@n,113,1,37900.0,2,1,1
95026299@n,154,1,40700.0,2,1,1
95031977@n,98,1,40900.0,3,1,1
95032728@n,96,1,37900.0,3,1,1
95065868@n,119,1,36000.0,2,1,1
95088685@n,15,1,20100.0,4,1,1
95095171@n,185,1,51600.0,1,1,1
95123747@n,205,1,30400.0,1,1,1
95138322@n,67,1,27400.0,3,1,1
95147433@n,66,1,26400.0,3,1,1
9515457@n,55,1,38900.0,3,1,1
95158001@n,4,1,33900.0,4,1,1
95185261@n,21,1,18100.0,4,1,1
95209216@n,20,2,106900.0,4,2,3
9521708@n,41,1,24900.0,4,1,1
9526447@n,134,1,39293.0,2,1,1
9531679@n,211,1,33396.0,1,1,1
95341329@n,133,2,74899.0,2,2,2
95387769@n,1,1,15900.0,4,1,1
95412007@n,101,1,38800.0,2,1,1
95424491@n,104,1,154000.0,2,1,3
95431157@n,60,1,32400.0,3,1,1
95452964@n,69,1,48400.0,3,1,1
95474727@n,29,1,32900.0,4,1,1
95484040@n,50,1,15900.0,3,1,1
95487812@n,205,1,48400.0,1,1,1
95569809@n,208,1,15200.0,1,1,1
9559414@n,49,1,41900.0,3,1,1
95636427@n,36,1,37793.0,4,1,1
95750928@n,118,1,36000.0,2,1,1
95765126@n,23,1,38900.0,4,1,1
9580401@n,65,1,29300.0,3,1,1
95855782@n,147,1,39400.0,2,1,1
95856187@n,90,1,28800.0,3,1,1
95942203@n,31,1,53100.0,4,1,2
95949383@n,113,1,36000.0,2,1,1
95979069@n,113,1,21000.0,2,1,1
96019141@n,155,1,15900.0,2,1,1
9602818@n,68,1,27400.0,3,1,1
960345@n,203,1,41900.0,1,1,1
96044794@n,211,1,115000.0,1,1,3
96067793@n,4,1,38805.0,4,1,1
96076707@n,106,2,150200.0,2,2,3
96115747@n,91,1,47000.0,3,1,1
96125956@n,134,1,50200.0,2,1,1
96130822@n,27,1,37700.0,4,1,1
9613674@n,186,1,47139.0,1,1,1
96142340@n,73,1,32400.0,3,1,1
96151873@n,71,2,78500.0,3,2,2
96159710@n,32,1,62000.0,4,1,2
96171702@n,17,1,13900.0,4,1,1
96181283@n,12,1,36900.0,4,1,1
96189814@n,79,1,15900.0,3,1,1
96215538@n,60,1,33730.0,3,1,1
9622848@n,76,1,58100.0,3,1,2
96257660@n,25,1,29900.0,4,1,1
9627499@n,60,1,43900.0,3,1,1
9627644@n,70,1,30398.0,3,1,1
96300221@n,208,1,35000.0,1,1,1
96329236@n,51,2,143000.0,3,2,3
96439155@n,211,1,36000.0,1,1,1
96481710@n,176,1,52700.0,1,1,2
9650343@n,33,1,34800.0,4,1,1
96508247@n,59,1,33400.0,3,1,1
96509534@n,101,1,13900.0,2,1,1
96533929@n,87,1,31300.0,3,1,1
96539307@n,205,1,113000.0,1,1,3
96572919@n,4,1,49900.0,4,1,1
96593392@n,14,1,36900.0,4,1,1
96623301@n,13,1,142731.0,4,1,3
96631747@n,101,1,13900.0,2,1,1
96649708@n,68,2,71800.0,3,2,2
9667806@n,17,1,41900.0,4,1,1
96696349@n,77,1,31400.0,3,1,1
967528282@g,15,1,32900.0,4,1,1
9677105@n,102,1,48000.0,2,1,1
9678912@n,149,1,17900.0,2,1,1
96825963@n,55,1,16900.0,3,1,1
96831100@n,199,1,47300.0,1,1,1
96873473@n,113,1,35900.0,2,1,1
96917054@n,16,2,119926.0,4,2,3
96941645@n,41,1,13400.0,4,1,1
96952364@n,121,1,39400.0,2,1,1
97018049@n,63,1,53100.0,3,1,2
97019256@n,61,1,14500.0,3,1,1
97061474@n,101,1,38800.0,2,1,1
97063877@n,167,1,36866.0,1,1,1
97076502@n,205,1,45900.0,1,1,1
97126733@n,104,1,39400.0,2,1,1
9712936@n,2,1,22100.0,4,1,1
9717025@n,70,1,32400.0,3,1,1
97206178@n,76,1,49700.0,3,1,1
97225943@n,96,1,37655.0,3,1,1
97257747@n,77,1,24300.0,3,1,1
97267231@n,104,2,31800.0,2,2,1
97287330@n,202,1,41000.0,1,1,1
97309624@n,72,1,35000.0,3,1,1
97327377@n,7,1,37900.0,4,1,1
9736540@n,70,1,32400.0,3,1,1
97383864@n,79,1,31900.0,3,1,1
97466855@n,124,2,76800.0,2,2,2
97483623@n,58,1,24300.0,3,1,1
97496527@n,83,3,158900.0,3,3,3
97527118@n,189,1,153000.0,1,1,3
97607337@n,63,1,47000.0,3,1,1
97621261@n,145,1,37000.0,2,1,1
97630801@n,71,1,16500.0,3,1,1
97646611@n,122,1,16400.0,2,1,1
97653324@n,126,1,63900.0,2,1,2
97692254@n,121,1,39800.0,2,1,1
97750864@n,87,1,57200.0,3,1,2
97811140@n,156,1,37100.0,2,1,1
978637212@g,205,1,35000.0,1,1,1
97890001@n,43,1,10900.0,4,1,1
97903030@n,19,1,19100.0,4,1,1
98016199@n,138,1,37000.0,2,1,1
98038260@n,50,1,33900.0,3,1,1
98058412@n,68,1,64800.0,3,1,2
98111999@n,7,1,11900.0,4,1,1
9812546@n,83,2,76530.0,3,2,2
98172881@n,142,1,41900.0,2,1,1
98208773@n,206,1,34000.0,1,1,1
98216294@n,94,1,70900.0,3,1,2
98356026@n,148,1,37900.0,2,1,1
9836813@n,199,1,49900.0,1,1,1
98368599@n,206,1,17100.0,1,1,1
9844940@n,104,1,28900.0,2,1,1
98457377@n,32,1,48470.0,4,1,1
98497514@n,72,1,40900.0,3,1,1
98523233@n,92,1,55800.0,3,1,2
98530157@n,50,2,108371.0,3,2,3
98554783@n,208,1,35000.0,1,1,1
98573648@n,148,1,16900.0,2,1,1
9857462@n,78,1,41900.0,3,1,1
98612806@n,90,1,30800.0,3,1,1
98659545@n,134,1,33900.0,2,1,1
98683042@n,169,1,40900.0,1,1,1
98703515@n,43,4,135600.0,4,3,3
9874162@n,13,2,83100.0,4,2,2
98815958@n,144,2,283400.0,2,2,4
98905611@n,205,1,114000.0,1,1,3
98930658@n,206,1,35000.0,1,1,1
98976935@n,160,1,60400.0,2,1,2
9899194@n,73,1,32400.0,3,1,1
99011104@n,19,1,22800.0,4,1,1
99015970@n,16,1,36900.0,4,1,1
99079126@n,12,1,49200.0,4,1,1
99173875@n,35,1,62200.0,4,1,2
99190810@n,136,1,59800.0,2,1,2
99224147@n,69,1,25971.0,3,1,1
99279468@n,21,6,231746.0,4,4,3
99311964@n,37,1,41900.0,4,1,1
99314532@n,69,2,147900.0,3,2,3
99343877@n,142,1,89700.0,2,1,2
99391674@n,97,2,107600.0,3,2,3
99420713@n,171,1,143000.0,1,1,3
9948016@n,46,2,67300.0,4,2,2
99501694@n,196,1,17900.0,1,1,1
9952639@n,13,3,127858.0,4,3,3
99528929@n,23,1,18100.0,4,1,1
99546353@n,69,1,48900.0,3,1,1
9959529@n,21,1,37900.0,4,1,1
99598095@n,200,1,16900.0,1,1,1
99616731@n,59,1,46100.0,3,1,1
99634941@n,35,1,13900.0,4,1,1
99653426@n,156,1,28300.0,2,1,1
99663835@n,152,1,15900.0,2,1,1
9968905@n,93,2,50600.0,3,2,1
9970172@n,195,1,40000.0,1,1,1
99709474@n,206,1,45600.0,1,1,1
99808984@n,157,1,35700.0,2,1,1
9984678@n,46,1,38900.0,4,1,1
99874488@n,49,2,94536.0,3,2,2
9990606@n,111,1,52800.0,2,1,2
99945842@n,202,1,30100.0,1,1,1
a00006,204,1,46900.0,1,1,1
a010608,212,1,16100.0,1,1,1
a02170207,107,2,61286.0,2,2,2
a031657,184,1,17900.0,1,1,1
a0908,59,2,75953.0,3,2,2
a095042,208,1,35000.0,1,1,1
a09505937,130,1,47800.0,2,1,1
a12812,151,1,17900.0,2,1,1
a15651,70,3,158223.0,3,3,3
a21cfate,166,1,56600.0,1,1,2
a2320a,206,1,36000.0,1,1,1
a2r0114,37,1,31939.0,4,1,1
a396asd,76,1,32754.0,3,1,1
a5029528,24,1,70900.0,4,1,2
a5i34613,31,1,68800.0,4,1,2
a801122,72,1,76800.0,3,1,2
a98k98k,80,1,17226.0,3,1,1
aa04146,127,1,32900.0,2,1,1
aa08wkdgh,140,1,39803.0,2,1,1
aa2420,17,1,39900.0,4,1,1
aaa3789,208,1,113000.0,1,1,3
aaa4269,129,1,69800.0,2,1,2
aaa5151,198,1,109400.0,1,1,3
aaaa8667,148,1,38800.0,2,1,1
aaaaa4566,218,1,36000.0,1,1,1
aai9920,81,1,41900.0,3,1,1
aaronjihwankim,36,1,23700.0,4,1,1
aav2000,209,1,35000.0,1,1,1
ab15987,76,1,28800.0,3,1,1
ab5174,169,1,36000.0,1,1,1
aba6789,65,2,42075.0,3,2,1
ababv55,126,1,31900.0,2,1,1
abbbaa1223,126,1,41900.0,2,1,1
abc235,177,1,40000.0,1,1,1
abc33ii,65,1,59589.0,3,1,2
abc4879,146,1,41900.0,2,1,1
abcde0469,194,1,31710.0,1,1,1
abcde399,213,1,46160.0,1,1,1
abcdoremi,69,1,31300.0,3,1,1
abdc5656,119,1,37000.0,2,1,1
abdklll,35,1,38900.0,4,1,1
abdo92,160,1,80000.0,2,1,2
abdoyn,126,1,32900.0,2,1,1
abin1002,67,1,48600.0,3,1,1
able1989,18,2,78579.0,4,2,2
abraxas9271,131,1,39804.0,2,1,1
abschnitt,165,1,147000.0,1,1,3
absolver,1,1,35000.0,4,1,1
abtm9858,200,1,37714.0,1,1,1
ac8no,92,1,65622.0,3,1,2
acad1023,210,1,36000.0,1,1,1
acasia57,135,1,31800.0,2,1,1
acblk78,125,1,41900.0,2,1,1
account1112,7,1,38900.0,4,1,1
ace7575,14,1,36900.0,4,1,1
acee234,161,1,37100.0,1,1,1
acehjy97,119,1,10900.0,2,1,1
acha111,159,1,136000.0,2,1,3
acherrys12,30,1,76073.0,4,1,2
achim1592,106,1,62700.0,2,1,2
achimofpi,12,1,15800.0,4,1,1
ackfetc,36,1,40900.0,4,1,1
acornhight,142,2,115750.0,2,2,3
actorhyukjin,106,1,52800.0,2,1,2
actq1019,72,1,30800.0,3,1,1
acxess,77,1,33400.0,3,1,1
adalsasa,22,2,56300.0,4,2,2
adaring,84,1,39900.0,3,1,1
addp,66,1,74300.0,3,1,2
adeline20,67,1,26700.0,3,1,1
adgj0531,179,1,43300.0,1,1,1
adk14ya,8,1,37900.0,4,1,1
adlayloe,50,1,46000.0,3,1,1
adm10033,37,1,50200.0,4,1,1
admindeveloper,92,1,18900.0,3,1,1
adriel13th,120,1,52600.0,2,1,2
ads0043,160,1,35804.0,2,1,1
adsil12,31,1,18744.0,4,1,1
adwngml,205,1,35000.0,1,1,1
adzx0152,156,1,16400.0,2,1,1
aehalsonaja,61,1,40740.0,3,1,1
aelot,136,2,75100.0,2,2,2
aeolos0821,213,1,74000.0,1,1,2
aer6647,65,2,546000.0,3,2,4
aeradt,61,1,32273.0,3,1,1
aeridang,155,1,39900.0,2,1,1
aesthetic90,14,1,37900.0,4,1,1
aevepc,140,3,67900.0,2,3,2
ag03a,44,1,52200.0,4,1,2
agada0306,44,2,100600.0,4,2,2
ageredid,107,2,161200.0,2,2,3
agh6767,8,2,291380.0,4,2,4
agnes925,7,2,48600.0,4,2,1
ah4305,121,1,41900.0,2,1,1
ahah1994,65,1,36300.0,3,1,1
ahc0370,191,1,37995.0,1,1,1
ahepfduswns,107,1,36700.0,2,1,1
ahnbhkor,71,1,134800.0,3,1,3
ahnlee95,218,1,36000.0,1,1,1
ahntess,148,1,39800.0,2,1,1
ahntk93,1,2,187900.0,4,2,3
ahoooo,157,1,31949.0,2,1,1
ahs3462,56,2,54800.0,3,2,2
ahw0712,150,1,37900.0,2,1,1
aibou8,22,1,38000.0,4,1,1
aimmdy,181,1,40382.0,1,1,1
ainsrdncy,74,1,61900.0,3,1,2
ainur1528,218,1,32833.0,1,1,1
air712,5,1,28800.0,4,1,1
airbank2,11,1,10900.0,4,1,1
ajb097,54,1,16900.0,3,1,1
ajh575757,190,1,34900.0,1,1,1
ajh6901,65,1,55700.0,3,1,2
ajm3210,135,1,40000.0,2,1,1
ajrm1004,73,3,102788.0,3,3,3
ajrxnl,120,1,11700.0,2,1,1
ajs968,80,1,41900.0,3,1,1
ajusung,94,1,40341.0,3,1,1
ajwlsfhtm264,114,1,12700.0,2,1,1
ajy5972,48,1,32300.0,3,1,1
ak3209,217,1,17100.0,1,1,1
ak9605,118,1,37000.0,2,1,1
akasia2004,75,1,55965.0,3,1,2
akasuki,147,1,32900.0,2,1,1
akbyy456,29,1,39800.0,4,1,1
akdal11,37,2,50041.0,4,2,1
akddkf,47,1,44800.0,3,1,1
akdlsqndn11,19,2,30800.0,4,2,1
